Starting sending rate = 2.24e+06
WARNING: Starting IXP rate controller
CUDTUnited::bind()
CUDTUnited::updateMux() called, receive queue is created
server is ready at port: 9001
Starting sending rate = 2.24e+06
WARNING: Starting IXP rate controller
CUDTUnited::newConnection()
new connection: 10.0.0.1:50693
Recv Rate(Mb/s)	RTT(ms)	Packets Recvd
4.69448		10000	409		
4.71671		10000	405		
5.25281		10000	451		
5.95164		10000	511		
6.62712		10000	569		
7.26769		10000	624		
7.8731		10000	676		
8.29233		10000	712		
10.0625		10000	864		
12.2409		10000	1051		
13.0675		10000	1122		
14.7212		10000	1264		
15.6302		10000	1342		
18.8323		10000	1617		
20.5331		10000	1763		
21.5599		10000	1854		
24.3649		10000	2092		
26.2637		10000	2255		
28.2778		10000	2428		
28.1263		10000	2415		
29.4662		10000	2530		
29.5949		10000	2541		
30.1895		10000	2592		
30.2692		10000	2599		
30.7711		10000	2642		
30.7582		10000	2641		
30.7479		10000	2640		
30.748		10000	2640		
30.7693		10000	2642		
30.7452		10000	2640		
30.7468		10000	2640		
30.736		10000	2639		
30.7362		10000	2639		
30.77		10000	2642		
30.7815		10000	2643		
30.7708		10000	2642		
30.7936		10000	2644		
30.7827		10000	2643		
30.7593		10000	2641		
30.1072		10000	2585		
28.1748		10000	2419		
28.8272		10000	2475		
28.9768		10000	2488		
29.1641		10000	2504		
29.0475		10000	2494		
29.139		10000	2502		
30.665		10000	2633		
30.758		10000	2641		
30.7697		10000	2642		
30.7712		10000	2642		
30.7696		10000	2642		
30.7696		10000	2642		
30.7478		10000	2640		
30.7582		10000	2641		
30.722		10000	2638		
30.7578		10000	2641		
30.7493		10000	2640		
30.7136		10000	2637		
30.7232		10000	2638		
30.7465		10000	2640		
30.7235		10000	2638		
30.7581		10000	2641		
30.6886		10000	2635		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
